action,allowed_dir,bar_time,htf_adx,htf_atr,htf_ema_spread,htf_reason,position_was_open,price,reason,symbol
NO_TRADE,WAIT,2025-12-13T14:49:59.999000,30.687031463511143,157.32857142856977,-0.0009585277830979299,htf_no_clear_trend,False,90180.0,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T14:49:59.999000,28.006385970471715,10.449285714285647,-0.0003093930707540461,htf_no_clear_trend,False,3110.46,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T14:54:59.999000,30.687031463511143,158.59999999999854,-0.0010740005683901566,htf_no_clear_trend,False,90100.1,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T14:54:59.999000,28.006385970471715,10.449285714285647,-0.00038328968887672507,htf_no_clear_trend,False,3109.0,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T14:59:59.999000,30.687031463511143,158.59999999999854,-0.001058920856229996,htf_no_clear_trend,False,90114.4,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T14:59:59.999000,27.311882395088244,10.634999999999959,-0.0003024950545827814,htf_no_clear_trend,False,3111.03,htf_blocks_entry,ETHUSDT
NO_TRADE,SHORT,2025-12-13T15:04:59.999000,33.1151598575827,156.2214285714269,-0.0012431427309102607,htf_downtrend,False,90035.5,ltf_low_volume,BTCUSDT
NO_TRADE,WAIT,2025-12-13T15:04:59.999000,26.38312473790206,10.165714285714264,-0.0003039675377342445,htf_no_clear_trend,False,3108.82,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T15:09:59.999000,32.494403345680254,167.68571428571263,-0.0010071319449192196,htf_no_clear_trend,False,90199.7,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T15:09:59.999000,25.054720335471767,10.830714285714262,1.6797350011170683e-05,htf_no_clear_trend,False,3116.75,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T15:14:59.999000,31.02914109824236,171.62857142856956,-0.0011007827677950032,htf_no_clear_trend,False,90138.0,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T15:14:59.999000,24.995865358187352,11.122142857142828,6.697114764474778e-06,htf_no_clear_trend,False,3116.26,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T15:19:59.999000,31.337039769500453,161.24285714285568,-0.00109766636755839,htf_no_clear_trend,False,90109.8,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T15:19:59.999000,22.91145002497655,10.652857142857133,0.00026337766703888243,htf_no_clear_trend,False,3115.48,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T15:24:59.999000,31.33703976950045,164.38571428571282,-0.0010944242473295933,htf_no_clear_trend,False,90112.0,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T15:24:59.999000,22.91145002497655,10.918571428571406,0.00030571231767339044,htf_no_clear_trend,False,3116.73,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T15:29:59.999000,31.337039769500453,164.40714285714162,-0.001127134960014673,htf_no_clear_trend,False,90089.0,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T15:29:59.999000,22.91145002497655,10.918571428571406,0.0002690239356797383,htf_no_clear_trend,False,3115.83,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T15:34:59.999000,21.03547622508683,10.525714285714296,0.0004944526702261717,htf_no_clear_trend,False,3116.92,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T15:34:59.999000,31.61414857363274,156.74285714285568,-0.0010828284698954332,htf_no_clear_trend,False,90096.2,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T15:39:59.999000,21.03547622508683,10.734999999999998,0.00045539676151342193,htf_no_clear_trend,False,3115.24,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T15:39:59.999000,31.61414857363274,159.09285714285528,-0.0010979140850121082,htf_no_clear_trend,False,90085.4,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T15:44:59.999000,31.61414857363274,159.7571428571412,-0.0010798681623173493,htf_no_clear_trend,False,90098.3,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T15:44:59.999000,20.85408162205623,10.943571428571431,0.000431226289966556,htf_no_clear_trend,False,3114.64,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T15:49:59.999000,19.700721014690142,10.592857142857156,0.0002971591228151755,htf_no_clear_trend,False,3111.49,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T15:49:59.999000,31.880072428767065,152.81428571428322,-0.0011053814213465398,htf_no_clear_trend,False,90074.7,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T15:54:59.999000,20.918648878443754,11.19857142857141,4.916715392822316e-05,htf_no_clear_trend,False,3105.35,htf_blocks_entry,ETHUSDT
NO_TRADE,SHORT,2025-12-13T15:54:59.999000,32.76065760696921,158.21428571428365,-0.001212230052622407,htf_downtrend,False,89999.0,ltf_spiky_filtered,BTCUSDT
NO_TRADE,WAIT,2025-12-13T16:59:59.999000,23.754040829919564,155.99999999999895,-0.0010377421992976174,htf_no_clear_trend,False,90059.7,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T16:59:59.999000,20.886678216715623,10.16785714285717,-0.0005928096061645862,htf_no_clear_trend,False,3104.3,htf_blocks_entry,ETHUSDT
NO_TRADE,WAIT,2025-12-13T17:04:59.999000,23.754040829919564,155.99999999999895,-0.001045778400962165,htf_no_clear_trend,False,90063.7,htf_blocks_entry,BTCUSDT
NO_TRADE,WAIT,2025-12-13T17:04:59.999000,21.270833767770423,9.262142857142894,-0.0006667742995019113,htf_no_clear_trend,False,3103.83,htf_blocks_entry,ETHUSDT
